timestamp,input_source,raw_x,raw_y,raw_z,filtered_x,filtered_y,filtered_z,vx,vy,vz,quality,valid,accepted,rejection_reason,accepted_count,outlier_count,invalid_count,mahalanobis_distance,implied_speed
1780529231.660824,python_udp,0.220000,0.020000,0.680000,0.258690,0.053674,0.650210,-0.221947,-0.214499,0.298045,58.000000,1,1,accepted,112,0,0,0.026209,1.243824
1780529231.768280,python_udp,0.160000,-0.050000,0.710000,0.195261,-0.012099,0.693929,-0.325818,-0.326148,0.329405,68.000000,1,1,accepted,113,0,0,0.024238,1.162387
1780529231.861885,python_udp,0.110000,-0.090000,0.790000,0.134283,-0.069125,0.756164,-0.397350,-0.387642,0.395430,79.000000,1,1,accepted,114,0,0,0.013258,0.938692
1780529231.981117,python_udp,0.030000,-0.140000,0.800000,0.059754,-0.125198,0.797699,-0.484997,-0.431244,0.399920,81.000000,1,1,accepted,115,0,0,0.009603,0.722215
1780529232.060502,python_udp,-0.040000,-0.170000,0.800000,-0.016374,-0.169227,0.820201,-0.554593,-0.433522,0.360500,78.000000,1,1,accepted,116,0,0,0.006403,0.636428
1780529232.169525,python_udp,-0.120000,-0.210000,0.810000,-0.097797,-0.211189,0.834789,-0.619997,-0.430020,0.312128,87.000000,1,1,accepted,117,0,0,0.006630,0.668268
1780529232.260563,python_udp,-0.200000,-0.200000,0.820000,-0.181468,-0.224979,0.844655,-0.674587,-0.356435,0.264017,86.000000,1,1,accepted,118,0,0,0.010709,0.816644
1780529232.362472,python_udp,-0.250000,-0.180000,0.910000,-0.249505,-0.217164,0.889128,-0.676044,-0.246960,0.304746,95.000000,1,1,accepted,119,0,0,0.013646,0.895420
1780529232.461571,python_udp,-0.290000,-0.160000,0.870000,-0.302496,-0.197734,0.896585,-0.639233,-0.135805,0.252869,80.000000,1,1,accepted,120,0,0,0.016402,0.994804
1780529232.560555,python_udp,-0.310000,-0.150000,0.940000,-0.336007,-0.178263,0.930284,-0.562622,-0.052548,0.271828,94.000000,1,1,accepted,121,0,0,0.013160,0.852714
1780529232.660743,python_udp,-0.310000,-0.140000,0.860000,-0.347922,-0.160060,0.912239,-0.450911,0.006543,0.169892,71.000000,1,1,accepted,122,0,0,0.026362,1.347657
1780529232.763738,python_udp,-0.300000,-0.160000,0.900000,-0.342875,-0.159726,0.915665,-0.324611,0.005736,0.139324,88.000000,1,1,accepted,123,0,0,0.016887,0.974993
1780529232.860550,python_udp,-0.280000,-0.120000,0.940000,-0.323946,-0.138047,0.934425,-0.195156,0.058900,0.150203,84.000000,1,1,accepted,124,0,0,0.019703,1.035860
