Time,Filt_X,Filt_Y,Filt_Z
1780084687.185,4.4921,2.2137,8.6529
1780084687.277,4.4912,2.2067,8.6946
1780084687.279,4.4903,2.1997,8.7363
1780084687.377,4.4894,2.1927,8.7780
1780084687.379,4.4885,2.1856,8.8198
1780084687.477,4.4876,2.1786,8.8615
1780084687.479,4.4867,2.1716,8.9032
1780084687.579,4.4859,2.1646,8.9449
1780084687.604,4.4850,2.1575,8.9866
1780084687.677,4.4841,2.1505,9.0283
1780084687.679,4.4832,2.1435,9.0701
1780084687.778,4.4823,2.1365,9.1118
1780084687.780,4.4814,2.1294,9.1535
1780084687.877,4.4805,2.1224,9.1952
1780084687.886,4.4796,2.1154,9.2369
1780084687.978,4.4787,2.1084,9.2786
1780084687.980,4.4778,2.1013,9.3204
1780084688.076,4.4769,2.0943,9.3621
1780084688.079,4.4761,2.0873,9.4038
1780084688.177,4.4752,2.0803,9.4455
1780084688.179,4.4743,2.0732,9.4872
1780084688.282,4.4734,2.0662,9.5289
1780084688.312,4.4725,2.0592,9.5706
1780084688.377,4.4716,2.0522,9.6124
1780084688.379,4.4707,2.0451,9.6541
1780084688.477,4.4698,2.0381,9.6958
1780084688.479,4.4689,2.0311,9.7375
1780084688.577,4.4680,2.0240,9.7792
1780084688.591,4.4672,2.0170,9.8209
1780084688.677,4.4663,2.0100,9.8627
1780084688.680,4.4654,2.0030,9.9044
1780084688.777,4.4645,1.9959,9.9461
1780084688.780,4.4636,1.9889,9.9878
1780084688.877,4.4627,1.9819,10.0295
1780084688.879,4.4618,1.9749,10.0712
1780084688.983,4.4609,1.9678,10.1129
1780084689.009,4.4600,1.9608,10.1547
1780084689.077,4.4591,1.9538,10.1964
1780084689.079,4.4582,1.9468,10.2381
1780084689.177,4.4574,1.9397,10.2798
1780084689.179,4.4565,1.9327,10.3215
1780084689.276,4.4556,1.9257,10.3632
1780084689.296,4.4547,1.9187,10.4050
1780084689.378,4.4538,1.9116,10.4467
1780084689.380,4.4529,1.9046,10.4884
1780084689.477,4.4520,1.8976,10.5301
1780084689.479,4.4511,1.8906,10.5718
1780084689.577,4.4502,1.8835,10.6135
1780084689.579,4.4493,1.8765,10.6553
1780084689.687,4.4485,1.8695,10.6970
1780084689.714,4.4476,1.8625,10.7387
1780084689.777,4.4467,1.8554,10.7804
1780084689.779,4.4458,1.8484,10.8221
1780084689.878,4.4449,1.8414,10.8638
1780084689.880,4.4440,1.8344,10.9055
1780084689.977,4.4431,1.8273,10.9473
1780084689.999,4.4422,1.8203,10.9890
1780084690.077,4.4413,1.8133,11.0307
1780084690.079,4.4404,1.8063,11.0724
1780084690.179,4.4395,1.7992,11.1141
1780084690.279,4.4387,1.7922,11.1558
1780084690.323,4.4378,1.7852,11.1976
1780084690.380,4.4369,1.7782,11.2393
1780084690.507,4.4360,1.7711,11.2810
1780084690.579,4.4351,1.7641,11.3227
1780084690.691,4.4342,1.7571,11.3644
1780084690.780,4.4333,1.7500,11.4061
1780084690.877,4.4324,1.7430,11.4479
1780084690.881,4.4315,1.7360,11.4896
1780084690.989,4.4306,1.7290,11.5313
1780084691.043,4.4298,1.7219,11.5730
1780084691.078,4.4289,1.7149,11.6147
1780084691.080,4.4280,1.7079,11.6564
1780084691.177,4.4271,1.7009,11.6981
1780084691.206,4.4262,1.6938,11.7399
1780084691.278,4.4253,1.6868,11.7816
1780084691.280,4.4244,1.6798,11.8233
